"alloc_method","adjusted","rerandomized","power.pvalue","power.rerand","power.ci","coverage","bias","segt1k","nsim","time_elapsed","modelno","method_name","trial_size","outcome_type","outcome_marginal_prevalence","prognostic_factor_number","prognostic_factor_type","prognostic_factor_prevalence","bT","bZ","alpha","prognostic_factor_effect_size","treatment_assignment_effect_size","entry_time_effect_size","allocation_ratio"
SBR,0,0,0.018,0.000,0.021,0.980,0.085,0.013,5010,34.63,37,SBR_REG_UN,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.019,0.000,0.021,0.977,0.067,0.013,5010,164.06,37,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.057,0.061,0.000,1.000,0.069,0.000,5010,97948.69,37,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,1,0,0.045,0.000,0.048,0.956,0.004,0.000,5010,28.12,38,CR_REG_ADJ,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,1,0,0.049,0.000,0.054,0.951,0.006,0.000,5010,36.65,38,SBR_REG_ADJ,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.050,0.000,0.053,0.954,0.008,0.000,5010,169.59,38,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,0,0,0.047,0.000,0.050,0.955,0.002,0.000,5010,26.73,38,CR_REG_UN,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,0,0,0.054,0.000,0.055,0.950,0.003,0.000,5010,34.96,38,SBR_REG_UN,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.056,0.000,0.056,0.951,0.006,0.000,5010,167.35,38,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.054,0.059,0.000,1.000,0.008,0.000,5010,97812.54,38,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,1,0,0.047,0.000,0.051,0.950,0.015,0.003,5010,30.37,39,CR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,1,0,0.045,0.000,0.049,0.955,0.047,0.004,5010,37.75,39,SBR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.049,0.000,0.053,0.949,0.013,0.004,5010,171.86,39,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,0,0,0.026,0.000,0.028,0.972,0.007,0.003,5010,26.52,39,CR_REG_UN,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,0,0,0.021,0.000,0.023,0.977,0.040,0.004,5010,34.4,39,SBR_REG_UN,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.025,0.000,0.027,0.973,0.005,0.004,5010,167.4,39,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.056,0.060,0.000,1.000,0.013,0.000,5010,98307.41,39,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,1,0, 0.046, 0.000, 0.049, 0.960, 0.005, 0.000,5010,29.06,40,CR_REG_ADJ,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,1,0, 0.047, 0.000, 0.049, 0.956, 0.005, 0.000,5010,36.84,40,SBR_REG_ADJ,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.046, 0.000, 0.048, 0.956, 0.005, 0.000,5010,167.07,40,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,0,0, 0.048, 0.000, 0.049, 0.952,-0.006, 0.000,5010,26.41,40,CR_REG_UN,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,0,0, 0.042, 0.000, 0.043, 0.964,-0.010, 0.000,5010,34.5,40,SBR_REG_UN,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.040, 0.000, 0.041, 0.961,-0.009, 0.000,5010,164.62,40,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.052, 0.057, 0.000, 1.000, 0.005, 0.000,5010,98571.02,40,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,1,0,0.226,0.000,0.238,0.972,0.992,0.053,5010,30.94,41,CR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,1,0,0.213,0.000,0.231,0.975,1.097,0.059,5010,38.48,41,SBR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.224,0.000,0.236,0.972,1.075,0.057,5010,166.93,41,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,0,0,0.210,0.000,0.225,0.974,0.953,0.053,5010,28.01,41,CR_REG_UN,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,0,0,0.205,0.000,0.219,0.977,1.064,0.059,5010,35.46,41,SBR_REG_UN,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.207,0.000,0.219,0.974,1.035,0.057,5010,163,41,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.297,0.358,0.000,0.935,1.075,0.000,5010,98913.94,41,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,1,0,0.725,0.000,0.736,0.955,0.049,0.000,5010,28.97,42,CR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,1,0,0.730,0.000,0.740,0.954,0.048,0.000,5010,36.95,42,SBR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.741,0.000,0.754,0.957,0.050,0.000,5010,169.93,42,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,0,0,0.744,0.000,0.752,0.956,0.022,0.000,5010,26.43,42,CR_REG_UN,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,0,0,0.745,0.000,0.754,0.954,0.020,0.000,5010,34.54,42,SBR_REG_UN,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.764,0.000,0.768,0.954,0.022,0.000,5010,167.6,42,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.744,0.752,0.000,0.003,0.050,0.000,5010,96630.27,42,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,1,0,0.270,0.000,0.280,0.963,0.552,0.026,5010,30.06,43,CR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
SBR,1,0,0.274,0.000,0.287,0.968,0.601,0.028,5010,38.12,43,SBR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.278,0.000,0.289,0.962,0.574,0.027,5010,169.16,43,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CR,0,0,0.245,0.000,0.261,0.966,0.419,0.025,5010,26.23,43,CR_REG_UN,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
SBR,0,0,0.241,0.000,0.252,0.972,0.473,0.028,5010,35.23,43,SBR_REG_UN,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.242,0.000,0.252,0.969,0.434,0.026,5010,167.05,43,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.330,0.376,0.000,0.933,0.574,0.000,5010,96836.2,43,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CR,1,0, 0.680, 0.000, 0.690, 0.952, 0.054, 0.000,5010,28.95,44,CR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
SBR,1,0, 0.691, 0.000, 0.701, 0.952, 0.055, 0.000,5010,36.89,44,SBR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.683, 0.000, 0.694, 0.957, 0.050, 0.000,5010,169.82,44,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CR,0,0, 0.649, 0.000, 0.658, 0.944,-0.085, 0.000,5010,26.04,44,CR_REG_UN,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
SBR,0,0, 0.675, 0.000, 0.685, 0.952,-0.082, 0.000,5010,34.22,44,SBR_REG_UN,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.672, 0.000, 0.678, 0.951,-0.089, 0.000,5010,166.9,44,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.693, 0.704, 0.000, 0.010, 0.050, 0.000,5010,97817.85,44,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CR,1,0,0.217,0.000,0.228,0.974,1.016,0.055,5010,29.82,45,CR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,1,0,0.219,0.000,0.232,0.979,0.958,0.052,5010,38.75,45,SBR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.232,0.000,0.244,0.976,0.928,0.049,5010,166.45,45,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,0,0,0.212,0.000,0.225,0.974,0.984,0.055,5010,27.61,45,CR_REG_UN,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,0,0,0.207,0.000,0.220,0.978,0.930,0.052,5010,35.59,45,SBR_REG_UN,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.218,0.000,0.230,0.974,0.898,0.049,5010,162.92,45,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.310,0.363,0.000,0.931,0.928,0.000,5010,98201.84,45,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,1,0,0.725,0.000,0.736,0.952,0.050,0.000,5010,28.83,46,CR_REG_ADJ,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,1,0,0.740,0.000,0.755,0.953,0.049,0.000,5010,36.85,46,SBR_REG_ADJ,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.739,0.000,0.752,0.952,0.050,0.000,5010,169.61,46,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,0,0,0.741,0.000,0.748,0.953,0.022,0.000,5010,26.18,46,CR_REG_UN,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,0,0,0.757,0.000,0.762,0.953,0.020,0.000,5010,34.42,46,SBR_REG_UN,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.758,0.000,0.762,0.954,0.021,0.000,5010,166.62,46,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.744,0.752,0.000,0.001,0.050,0.000,5010,96458.6,46,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,1,0,0.308,0.000,0.319,0.961,0.521,0.024,5010,30.49,47,CR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
SBR,1,0,0.328,0.000,0.339,0.958,0.438,0.019,5010,38.31,47,SBR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.318,0.000,0.332,0.961,0.507,0.023,5010,176.89,47,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CR,0,0,0.267,0.000,0.278,0.966,0.420,0.024,5010,26.1,47,CR_REG_UN,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
SBR,0,0,0.277,0.000,0.285,0.970,0.339,0.019,5010,34.64,47,SBR_REG_UN,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.267,0.000,0.276,0.974,0.405,0.023,5010,172.59,47,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.348,0.394,0.000,0.913,0.507,0.000,5010,97556.82,47,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CR,1,0, 0.661, 0.000, 0.671, 0.953, 0.054, 0.000,5010,28.24,48,CR_REG_ADJ,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
SBR,1,0, 0.676, 0.000, 0.688, 0.954, 0.063, 0.000,5010,35.99,48,SBR_REG_ADJ,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.669, 0.000, 0.677, 0.950, 0.059, 0.000,5010,171.55,48,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CR,0,0, 0.629, 0.000, 0.638, 0.937,-0.114, 0.000,5010,26.33,48,CR_REG_UN,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
SBR,0,0, 0.647, 0.000, 0.654, 0.953,-0.110, 0.000,5010,34.1,48,SBR_REG_UN,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.648, 0.000, 0.651, 0.946,-0.115, 0.000,5010,169.21,48,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.684, 0.694, 0.000, 0.015, 0.059, 0.000,5010,96548.46,48,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
